tanggal,ulasan,sentimen,ulasan_bersih
2026-02-21,Proses cek tekanan darah dilakukan dengan alat modern yang akurat.,Positif,proses cek tekan darah laku alat modern akurat
2026-02-21,Mantap pelayanannya sangat prima dan memanjakan para pahlawan darah.,Positif,mantap layan sangat prima manja pahlawan darah
2026-02-22,Pelayanan 24 jam sangat membantu warga yang sibuk bekerja.,Positif,layan jam sangat bantu warga sibuk kerja
2026-02-22,Suara petugas yang memanggil sangat pelan jadi saya kelewatan giliran.,Negatif,suara tugas panggil sangat pelan jadi lewat gilir
2026-02-23,Sangat merekomendasikan PMI Cirebon untuk pengalaman berdonor yang aman.,Positif,sangat rekomendasi pmi cirebon alam donor aman
2026-02-23,Penanganan pasca donor sangat diperhatikan dengan detail oleh perawat.,Positif,tangan pasca donor sangat perhati detail awat
2026-02-24,Semuanya biasa saja berjalan sesuai nomor antrean pendaftaran.,Netral,semua biasa jalan sesuai nomor antre daftar
2026-02-24,Sangat salut dengan dedikasi para petugas kesehatan di sini.,Positif,sangat salut dedikasi tugas sehat sini
2026-02-25,"Proses donor lancar, nyaman, dan terasa sangat baik.",Positif,proses donor lancar nyaman asa sangat baik
2026-02-25,Saya diberi kartu keterangan donor dengan nama orang lain di loket. Ini kesalahan identifikasi administrasi yang sangat fatal!,Negatif,beri kartu terang donor nama orang di loket salah identifikasi administrasi sangat fatal
2026-02-26,Alat yang digunakan selalu ditunjukkan masih tersegel rapi.,Positif,alat guna selalu tunjuk segel rapi
2026-02-26,Suasana ruangan tenang dan tidak berisik bikin rileks.,Positif,suasana ruang tenang tidak berisik bikin rileks
2026-02-27,Pelayanan petugas lab sangat cepat dan hasilnya memuaskan.,Positif,layan tugas lab sangat cepat hasil muas
2026-02-27,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral,rutinitas donor tiga bulan jalan lancar hambat
2026-02-28,Bingkisan snack sangat memulihkan tenaga sehabis diambil darah.,Positif,bingkis snack sangat pulih tenaga habis ambil darah
2026-02-28,Petugas dengan sigap membantu mengambilkan air hangat setelah donor.,Positif,tugas sigap bantu ambil air hangat donor
2026-02-28,Sangat apresiasi kebersihan area bed donor yang disterilkan ulang.,Positif,sangat apresiasi bersih area bed donor steril ulang
2026-02-28,Sangat responsif menjawab pertanyaan saya mengenai efek samping donor.,Positif,sangat responsif jawab tanya kena efek samping donor
2026-02-28,Pelayanan penutup Februari yang mantap. Maju terus PMI Cirebon.,Positif,layan tutup februari mantap maju terus pmi cirebon
2026-02-28,Kondisi PMI wajar dan pelayanannya lumayan.,Netral,kondisi pmi wajar layan lumayan
2026-03-01,Mengawali bulan Maret dengan layanan donor yang sangat ramah.,Positif,awal bulan maret layan donor sangat ramah
2026-03-01,Petugas medis sangat cekatan dan profesional dalam mencari pembuluh darah.,Positif,tugas medis sangat cekat profesional cari buluh darah
2026-03-02,"Pengalaman standar, fasilitas cukup, dan proses normal.",Netral,alam standar fasilitas cukup proses normal
2026-03-02,Saya melihat perawat membersihkan lengan saya dengan kapas alkohol kering yang sudah menguap. Sterilisasi jarum sangat berisiko tolong perhatikan SOP!,Negatif,lihat awat bersih lengan dengan kapas alkohol kering sudah uap sterilisasi jarum sangat risiko perhati sop
2026-03-03,Gedung bersih dan fasilitas sangat nyaman untuk pengunjung.,Positif,gedung bersih fasilitas sangat nyaman unjung
2026-03-03,Pengambilan darah berjalan lancar dan minim rasa sakit.,Positif,ambil darah jalan lancar minim rasa sakit
2026-03-04,Datang untuk donor darah rutin proses berjalan standar.,Netral,datang donor darah rutin proses jalan standar
2026-03-04,"Fasilitas bau, kotor, dan proses pelayanan terlalu lambat.",Negatif,fasilitas bau kotor proses layan terlalu lambat
2026-03-05,Petugas sangat ramah dan sabar melayani pendonor lansia.,Positif,tugas sangat ramah sabar layan donor lansia
2026-03-05,Ruang tunggu sangat nyaman dan banyak kursi empuk.,Positif,ruang tunggu sangat nyaman banyak kursi empuk
2026-03-06,"Proses donor mantap, cepat, dan sangat memuaskan.",Positif,proses donor mantap cepat sangat muas
2026-03-06,Sangat efisien tidak butuh waktu lama untuk selesai mendonorkan darah.,Positif,sangat efisien butuh waktu lama selesai donor darah
2026-03-07,Prosedur berjalan normal tidak ada kendala berarti hari ini.,Netral,prosedur jalan normal ada kendala arti hari
2026-03-07,Selalu senang berdonor di sini karena layanannya bintang lima.,Positif,selalu senang donor sini layan bintang lima
2026-03-08,Sistem antrean online sangat memudahkan pendaftaran dari rumah.,Positif,sistem antre online sangat mudah daftar rumah
2026-03-08,Sangat lambat pergerakan antreannya petugasnya asyik mengobrol.,Negatif,sangat lambat gera antre tugas asyik obrol
2026-03-09,Petugas sigap membantu mengambilkan air minum setelah saya merasa lemah.,Positif,tugas sigap bantu ambil air minum saya rasa lemah
2026-03-09,Suvenir tas yang diberikan sangat bermanfaat. Terima kasih PMI.,Positif,suvenir tas beri sangat manfaat terima kasih pmi
2026-03-10,Rutinitas donor berjalan dengan lancar tanpa hambatan apapun.,Netral,rutinitas donor jalan lancar hambat apa
2026-03-10,Hasil cek HB lab keluar sangat cepat tidak perlu menunggu lama.,Positif,hasil cek hb lab keluar sangat cepat perlu tunggu lama
2026-03-11,Suasana ruangan tenang sangat mendukung kenyamanan mental pendonor.,Positif,suasana ruang tenang sangat dukung nyaman mental donor
2026-03-11,Banyak lalat di sekitar ruang tunggu tolong kebersihannya diperhatikan.,Negatif,banyak lalat sekitar ruang tunggu bersih perhati
2026-03-12,Segel jarum dibuka tepat di depan mata saya. Sangat terjamin steril.,Positif,segel jarum buka tepat depan mata sangat jamin steril
2026-03-12,Sistem komputer yang baru membuat proses jauh lebih ngebut.,Positif,sistem komputer baru buat proses jauh lebih ngebut
2026-03-13,Sangat bangga bisa donor di PMI Cirebon yang fasilitasnya hebat.,Positif,sangat bangga donor pmi cirebon fasilitas hebat
2026-03-13,Semuanya biasa saja berjalan sesuai dengan standar yang ada.,Netral,semua biasa jalan sesuai standar ada
2026-03-14,Penanganan pemulihan sangat diperhatikan dengan detail oleh perawat jaga.,Positif,tangan pulih sangat perhati detail awat jaga
2026-03-14,Ruang tunggu agak kotor banyak bungkus makanan yang tertinggal di meja.,Negatif,ruang tunggu kotor banyak bungkus makan tinggal meja
2026-03-15,Sangat merekomendasikan PMI Cirebon untuk teman-teman kantor saya.,Positif,sangat rekomendasi pmi cirebon teman teman kantor
2026-03-15,Pelayanan luar biasa bagus dan sangat memuaskan hari ini.,Positif,layan luar biasa bagus sangat muas hari
2026-03-16,Pelayanannya mantap sangat prima dan menghargai para pendonor.,Positif,layan mantap sangat prima harga donor
2026-03-16,Proses tensi darah cepat dan alat yang digunakan canggih.,Positif,proses tensi darah cepat alat guna canggih
2026-03-17,Kunjungan biasa dengan proses donor yang normal.,Netral,kunjung biasa proses donor normal
2026-03-17,Sangat efisien dari loket daftar sampai ruang observasi.,Positif,sangat efisien loket daftar ruang observasi
2026-03-18,Terima kasih atas keramahan seluruh staf yang bertugas dengan tulus.,Positif,terima kasih atas ramah seluruh staf tugas tulus
2026-03-18,Ruang observasi kotor dan penanganan setelah donor sangat lambat.,Negatif,ruang observasi kotor tangan donor sangat lambat
2026-03-19,Jarum langsung masuk pas ke pembuluh darah karena perawatnya jago.,Positif,jarum langsung masuk pas buluh darah awat jago
2026-03-19,Toilet pendonor wangi bersih dan tisu selalu tersedia.,Positif,toilet donor wangi bersih tisu selalu sedia
2026-03-20,Fasilitas lumayan dan alurnya sesuai prosedur.,Netral,fasilitas lumayan alur sesuai prosedur
2026-03-20,Sangat terbantu dengan panduan alur donor yang jelas di lokasi.,Positif,sangat bantu pandu alur donor jelas lokasi
2026-03-21,Donor darah di sini terasa nyaman karena layanan sangat baik.,Positif,donor darah sini asa nyaman layan sangat baik
2026-03-21,Petugas terlalu kasar menarik jarum sehingga tangan saya memar besar.,Negatif,tugas terlalu kasar tarik jarum tangan memar besar
2026-03-22,Ruangan pemulihan nyaman dilengkapi televisi untuk hiburan.,Positif,ruang pulih nyaman lengkap televisi hibur
2026-03-22,Pelayanan memuaskan dari waktu ke waktu terus konsisten.,Positif,layan muas waktu waktu terus konsisten
2026-03-23,Selesai donor tepat waktu tidak ada yang terlalu spesial hari ini.,Netral,selesai donor tepat waktu ada terlalu spesial hari
2026-03-23,Petugas tanggap memberikan arahan bagi pendonor yang baru pertama kali.,Positif,tugas tanggap beri arah donor baru pertama kali
2026-03-24,Sangat puas mendonorkan darah secara rutin di tempat yang higienis ini.,Positif,sangat puas donor darah rutin tempat higienis
2026-03-24,Mesin cetak antrean *error* jadi harus antre manual yang merepotkan.,Negatif,mesin cetak antre error jadi antre manual repot
2026-03-25,Sangat mudah proses pendaftarannya apalagi sekarang pakai layar sentuh.,Positif,sangat mudah proses daftar sekarang pakai layar sentuh
2026-03-25,Dokter jaga selalu siaga menjawab pertanyaan konsultasi saya.,Positif,dokter jaga selalu siaga jawab tanya konsultasi
2026-03-26,Ruangan sangat bersih bebas dari debu dan kuman.,Positif,ruang sangat bersih bebas debu kuman
2026-03-26,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral,ada masalah jauh layan jalan standar udd
2026-03-27,Pelayanannya cepat jadi saya bisa manfaatkan jam istirahat siang.,Positif,layan cepat jadi bisa manfaat jam istirahat siang
2026-03-27,AC di dekat loket pendaftaran mati jadi petugas dan pendonor kegerahan.,Negatif,ac dekat loket daftar mati jadi tugas donor gerah
2026-03-28,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif,sangat apresiasi kerja seluruh tugas pmi tak kenal lelah
2026-03-28,Sangat edukatif banyak *banner* informasi gizi yang berguna di lobi.,Positif,sangat edukatif banyak banner informasi gizi guna lobi
2026-03-29,Layanannya sangat berkelas dan profesional setara rumah sakit besar.,Positif,layan sangat kelas profesional tara rumah sakit besar
2026-03-29,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral,proses donor jalan normal biasa ada kendala
2026-03-30,Sangat terbantu dengan aplikasi informasi stok darah yang *real-time*.,Positif,sangat bantu aplikasi informasi stok darah real time
2026-03-30,Saya merasa diabaikan saat bertanya kepada petugas loket yang sibuk main HP.,Negatif,rasa abai tanya tugas loket sibuk main hp
2026-03-31,Kunjungan penutup Triwulan yang lancar tanpa ada hambatan operasional.,Netral,kunjung tutup triwulan lancar ada hambat operasional
2026-03-31,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif,fasilitas lengkap prosedur bersih selalu jaga ketat
2026-03-31,Sangat terorganisir alur antreannya dari masuk sampai keluar ruangan.,Positif,sangat organisir alur antre masuk keluar ruang
2026-03-31,Terima kasih PMI Kota Cirebon atas layanan terbaiknya di triwulan ini.,Positif,terima kasih pmi kota cirebon atas layan baik triwulan
2026-01-10,Sangat terbantu dengan pelayanan donor darah hari ini.,Positif,sangat bantu layan donor darah hari
2026-01-25,Petugas kurang senyum saat melayani di loket pendaftaran.,Negatif,tugas kurang senyum layan loket daftar
2026-02-05,"Pengalaman hari ini mantap, cepat, dan tidak mengecewakan.",Positif,alam hari mantap cepat tidak kecewa
2026-02-14,Pelayanan berjalan seperti biasa sesuai prosedur.,Netral,layan jalan biasa sesuai prosedur
2026-02-28,Ruangan sejuk dan bersih membuat suasana jadi nyaman.,Positif,ruang sejuk bersih buat suasana jadi nyaman
2026-03-05,Saya sangat apresiasi keramahan perawat di PMI Cirebon.,Positif,sangat apresiasi ramah awat pmi cirebon
2026-03-15,Kecewa karena antrean dipanggil tidak sesuai nomor urut.,Negatif,kecewa antre panggil sesuai nomor urut
2026-03-25,Donor darah rutin bulanan berjalan lancar jaya.,Positif,donor darah rutin bulan jalan lancar jaya
2026-04-01,Pelayanan di awal bulan sangat prima dan tidak mengecewakan.,Positif,layan awal bulan sangat prima tidak kecewa
2026-04-01,Petugas pendaftaran sangat cekatan sehingga antrean cepat terurai.,Positif,tugas daftar sangat cekat antre cepat urai
2026-04-02,Saya rutin donor darah di sini. Layanannya standar dan normal.,Netral,rutin donor darah sini layan standar normal
2026-04-02,Saya melihat petugas tidak mengganti sarung tangan medis saat mengambil sampel darah pendonor. SOP infeksi tolong dijaga ketat!,Negatif,lihat tugas ganti sarung tangan medis ambil sampel darah donor sop infeksi jaga ketat
2026-04-03,Jarum dipasang dengan sangat ahli tidak terasa sakit sedikit pun.,Positif,jarum pasang sangat ahli asa sakit sedikit
2026-04-03,Mesin pencetak antrean rusak jadi harus antre manual yang memakan waktu.,Negatif,mesin cetak antre rusak jadi antre manual makan waktu
2026-04-04,Sangat efisien dari daftar sampai selesai tidak butuh waktu lama.,Positif,sangat efisien daftar selesai butuh waktu lama
2026-04-04,Donor berjalan wajar dan normal seperti kunjungan sebelumnya.,Netral,donor jalan wajar normal kunjung belum
2026-04-04,Petugas sangat edukatif menjelaskan pentingnya donor darah.,Positif,tugas sangat edukatif jelas penting donor darah
2026-04-05,"Pelayanan sangat baik, tertib, bersih, dan nyaman.",Positif,layan sangat baik tertib bersih nyaman
2026-04-05,Sistem pendaftaran dengan layar digital sangat mempermudah alur.,Positif,sistem daftar layar digital sangat mudah alur
2026-04-06,Saya menyesal datang karena pelayanan buruk dan tidak tertib.,Negatif,sesal datang layan buruk tidak tertib
2026-04-06,Dokter screening sangat teliti memeriksa tekanan darah saya.,Positif,dokter screening sangat teliti periksa tekan darah
2026-04-07,Sangat puas dengan keramahan dan senyum para staf PMI Cirebon.,Positif,sangat puas ramah senyum staf pmi cirebon
2026-04-07,Semuanya wajar sesuai standar pelayanan.,Netral,semua wajar sesuai standar layan
2026-04-08,Sangat responsif melayani keluhan dan kebutuhan pendonor.,Positif,sangat responsif layan keluh butuh donor
2026-04-08,Sangat terorganisir dengan rapi dari awal kedatangan sampai pulang.,Positif,sangat organisir rapi awal datang pulang
2026-04-09,Petugas di loket depan kurang ramah saat menjawab pertanyaan.,Negatif,tugas loket depan kurang ramah jawab tanya
2026-04-09,Bed donor selalu dibersihkan setiap kali berganti orang. Sangat steril.,Positif,bed donor selalu bersih kali ganti orang sangat steril
2026-04-10,Layanan 24 jam sangat membantu kami yang baru pulang kerja malam.,Positif,layan jam sangat bantu yang baru pulang kerja malam
2026-04-10,Pelayanan cukup untuk kebutuhan donor rutin.,Netral,layan cukup butuh donor rutin
2026-04-10,Sangat salut dengan dedikasi para tenaga kesehatan di PMI.,Positif,sangat salut dedikasi tenaga sehat pmi
2026-04-11,Kinerja loket parah karena antrean panjang tidak terkendali.,Negatif,kerja loket parah antre panjang kendali
2026-04-11,Cepat tanggap saat saya merasa agak pusing setelah diambil darah.,Positif,cepat tanggap saya rasa pusing ambil darah
2026-04-12,Alat yang digunakan selalu ditunjukkan masih tersegel rapi.,Positif,alat guna selalu tunjuk segel rapi
2026-04-12,Saya merasa sangat dihargai sebagai pendonor oleh petugas medis.,Positif,rasa sangat harga donor tugas medis
2026-04-13,"Proses normal, tidak terlalu berbeda dari sebelumnya.",Netral,proses normal terlalu beda belum
2026-04-13,Kapas dan plester ditutup dengan sangat rapi dan darah berhenti total.,Positif,kapas plester tutup sangat rapi darah henti total
2026-04-14,Panggilan nomor antrean suaranya kurang jelas dari ruang tunggu luar.,Negatif,panggil nomor antre suara kurang jelas ruang tunggu luar
2026-04-14,Fasilitasnya sangat mendukung kenyamanan pengunjung yang datang.,Positif,fasilitas sangat dukung nyaman unjung datang
2026-04-15,Sangat cepat dan petugas lab-nya cekatan. Layanannya berkelas.,Positif,sangat cepat tugas lab nya cekat layan kelas
2026-04-15,Pelayanan memuaskan dan perawatnya murah senyum semua.,Positif,layan muas awat murah senyum semua
2026-04-15,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral,rutinitas donor tiga bulan jalan lancar hambat
2026-04-16,Petugas dengan sigap membantu mengambilkan air minum hangat.,Positif,tugas sigap bantu ambil air minum hangat
2026-04-16,Sangat merekomendasikan tempat ini bagi yang ingin rutin berdonor.,Positif,sangat rekomendasi tempat bagi ingin rutin donor
2026-04-17,Toilet kotor dan basah tolong petugas *cleaning service* lebih sigap.,Negatif,toilet kotor basah tugas cleaning service lebih sigap
2026-04-17,Pelayanan dari ujung ke ujung sangat sopan dan beretika tinggi.,Positif,layan ujung ujung sangat sopan etika tinggi
2026-04-18,Sangat efisien prosesnya tidak membuang waktu libur saya.,Positif,sangat efisien proses buang waktu libur
2026-04-18,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral,proses donor jalan normal biasa ada kendala
2026-04-19,Apresiasi untuk satpam yang sangat membantu mengarahkan parkir.,Positif,apresiasi satpam sangat bantu arah parkir
2026-04-19,Banyak edukasi menarik yang tertempel rapi di ruang tunggu.,Positif,banyak edukasi tarik tempel rapi ruang tunggu
2026-04-20,Semakin hari pelayanannya makin bagus dan ditunjang alat modern.,Positif,makin hari layan makin bagus tunjang alat modern
2026-04-20,Sistem komputer error jadi proses pendaftaran manual dan lama.,Negatif,sistem komputer error jadi proses daftar manual lama
2026-04-20,Sangat memuaskan antrean tertib dan kursi tunggunya empuk.,Positif,sangat muas antre tertib kursi tunggu empuk
2026-04-21,Standar kesehatan terjaga dengan baik. Kunjungan rutin berjalan mulus.,Netral,standar sehat jaga baik kunjung rutin jalan mulus
2026-04-21,Petugas handal sekali vena saya yang tersembunyi bisa langsung ketemu.,Positif,tugas handal sekali vena yang sembunyi langsung ketemu
2026-04-22,Sangat apresiasi kebersihan musala yang tersedia di lobi.,Positif,sangat apresiasi bersih musala sedia lobi
2026-04-22,Layanan prima. Fasilitas gedung baru ini memberikan kenyamanan ekstra.,Positif,layan prima fasilitas gedung baru beri nyaman ekstra
2026-04-23,Pelayanan jelek dan petugas lambat menangani antrean.,Negatif,layan jelek tugas lambat tangan antre
2026-04-23,Pengalaman donor darah yang menyenangkan. Akan terus donor di sini.,Positif,alam donor darah senang terus donor sini
2026-04-24,Donor rutin lancar tanpa kendala. Tidak ada masalah berarti.,Netral,donor rutin lancar kendala ada masalah arti
2026-04-24,Sangat puas dengan pelayanan yang cepat dan tepat sasaran.,Positif,sangat puas layan cepat tepat sasar
2026-04-25,Ruangan pelayanan terasa sangat higienis bebas dari debu.,Positif,ruang layan asa sangat higienis bebas debu
2026-04-25,Suka dengan sistem antrean yang sudah menggunakan teknologi canggih.,Positif,suka sistem antre sudah guna teknologi canggih
2026-04-25,Tolong sediakan lebih banyak tempat sampah di area luar gedung.,Negatif,sedia lebih banyak tempat sampah area luar gedung
2026-04-26,Satpam sangat cepat tanggap memberikan arahan bagi kendaraan.,Positif,satpam sangat cepat tanggap beri arah kendara
2026-04-26,Proses observasi pasca donor sangat diperhatikan dengan baik.,Positif,proses observasi pasca donor sangat perhati baik
2026-04-27,Selesai donor tepat waktu tidak ada hal yang istimewa.,Netral,selesai donor tepat waktu ada yang istimewa
2026-04-27,Fasilitas top dan kualitas pelayanan sangat memuaskan.,Positif,fasilitas top kualitas layan sangat muas
2026-04-28,Dokter sangat teliti memeriksa tekanan darah dan riwayat obat.,Positif,dokter sangat teliti periksa tekan darah riwayat obat
2026-04-28,Ruangan agak berisik karena petugas saling mengobrol dengan keras.,Negatif,ruang berisik tugas saling obrol keras
2026-04-29,Pelayanan di hari libur tetap maksimal dan penuh semangat.,Positif,layan hari libur tetap maksimal penuh semangat
2026-04-29,Sangat menghargai pelayanan petugas hari ini. Mantap sekali.,Positif,sangat harga layan tugas hari mantap sekali
2026-04-30,Prosedur standar dan berjalan sesuai antrean.,Netral,prosedur standar jalan sesuai antre
2026-04-30,Fasilitasnya top dan kualitas layanannya memang sangat teruji.,Positif,fasilitas top kualitas layan memang sangat uji
2026-05-01,Pelayanan awal bulan Mei yang sangat cepat dan memuaskan hati.,Positif,layan awal bulan mei sangat cepat muas hati
2026-05-01,"Pelayanannya juara, top, dan recommended untuk donor rutin.",Positif,layan juara top recommended donor rutin
2026-05-02,Biasa saja layaknya pelayanan instansi publik pada umumnya.,Netral,biasa layak layan instansi publik umum
2026-05-02,Petugas pendaftaran salah menginput golongan darah saya di form pendaftaran. Tolong perhatikan karena ini sangat fatal jika ditransfusikan!,Negatif,tugas daftar salah menginput golong darah di form daftar perhati ini sangat fatal transfusi
2026-05-03,Sangat terkesan dengan fasilitas gedung yang rapi dan kekinian.,Positif,sangat kes fasilitas gedung rapi kini
2026-05-03,Alat-alat medis yang digunakan selalu ditunjukkan segelnya masih utuh.,Positif,alat alat medis guna selalu tunjuk segel utuh
2026-05-04,Sangat cepat daftar via mesin antrean mandiri sangat efisien.,Positif,sangat cepat daftar via mesin antre mandiri sangat efisien
2026-05-04,Petugas kurang ramah dan terlihat kelelahan saat melayani antrean.,Negatif,tugas kurang ramah lihat lelah layan antre
2026-05-05,Mendonorkan darah jadi rutinitas yang menyenangkan berkat staf PMI.,Positif,donor darah jadi rutinitas senang berkat staf pmi
2026-05-05,Kunjungan yang lancar tanpa ada hambatan operasional sama sekali.,Netral,kunjung lancar ada hambat operasional sama sekali
2026-05-05,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif,fasilitas lengkap prosedur bersih selalu jaga ketat
2026-05-06,Sangat terbantu dengan informasi ketersediaan darah di ruang lobi.,Positif,sangat bantu informasi sedia darah ruang lobi
2026-05-06,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral,proses donor jalan normal biasa ada kendala
2026-05-07,"Kondisi ruang tunggu jelek, kotor, dan tidak nyaman.",Negatif,kondisi ruang tunggu jelek kotor tidak nyaman
2026-05-07,Layanannya sangat berkelas dan profesional setara rumah sakit.,Positif,layan sangat kelas profesional tara rumah sakit
2026-05-08,Sangat edukatif banyak *banner* informasi kesehatan yang berguna.,Positif,sangat edukatif banyak banner informasi sehat guna
2026-05-08,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif,sangat apresiasi kerja seluruh tugas pmi tak kenal lelah
2026-05-09,Pelayanannya cepat jadi saya bisa langsung kembali beraktivitas.,Positif,layan cepat jadi bisa langsung aktivitas
2026-05-09,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral,ada masalah jauh layan jalan standar udd
2026-05-10,Ruangan sangat bersih bebas dari debu dan lantainya mengkilap.,Positif,ruang sangat bersih bebas debu lantai kilap
2026-05-10,Parkiran motor ditata berantakan sehingga sulit mengeluarkan motor.,Negatif,parkir motor tata beranta sulit keluar motor
2026-05-10,Dokter jaga selalu siaga melayani konsultasi kesehatan saya.,Positif,dokter jaga selalu siaga layan konsultasi sehat
2026-05-11,Sangat mudah proses pendaftarannya tidak membingungkan sama sekali.,Positif,sangat mudah proses daftar bingung sama sekali
2026-05-11,Antrean tertib dan kursi ruang tunggunya sangat memadai.,Positif,antre tertib kursi ruang tunggu sangat pada
2026-05-12,Selesai donor tepat waktu tidak ada yang terlalu spesial.,Netral,selesai donor tepat waktu ada terlalu spesial
2026-05-12,Kapas dan plester ditutup dengan sangat rapi dan darah tidak rembes.,Positif,kapas plester tutup sangat rapi darah rembes
2026-05-13,Fasilitas buruk dan kondisi ruangan parah sekali.,Negatif,fasilitas buruk kondisi ruang parah sekali
2026-05-13,Petugas cepat tanggap menangani pendonor yang terlihat pucat.,Positif,tugas cepat tanggap tangan donor lihat pucat
2026-05-14,Pelayanan memuaskan dari waktu ke waktu terus meningkat pesat.,Positif,layan muas waktu waktu terus tingkat pesat
2026-05-14,Ruangan observasi sangat nyaman dilengkapi televisi hiburan.,Positif,ruang observasi sangat nyaman lengkap televisi hibur
2026-05-15,Perawat sangat sopan dan selalu meminta izin sebelum menyuntik.,Positif,awat sangat sopan selalu minta izin suntik
2026-05-15,Prosedur screening berjalan sesuai standar operasional yang baku.,Netral,prosedur screening jalan sesuai standar operasional baku
2026-05-15,Sangat terorganisir antreannya dari mulai daftar sampai ambil suvenir.,Positif,sangat organisir antre mulai daftar ambil suvenir
2026-05-16,Petugas di loket pendaftaran sibuk main HP sehingga lambat merespons.,Negatif,tugas loket daftar sibuk main hp lambat respons
2026-05-16,Sangat terbantu dengan panduan alur donor yang dipasang di dinding.,Positif,sangat bantu pandu alur donor pasang dinding
2026-05-17,Toilet dan musala sangat bersih serta terawat dengan sangat baik.,Positif,toilet musala sangat bersih awat sangat baik
2026-05-17,Vena saya yang kecil bisa langsung ditemukan oleh perawat tanpa kendala.,Positif,vena yang kecil langsung temu awat kendala
2026-05-18,Terima kasih atas keramahan seluruh staf yang bertugas melayani hari ini.,Positif,terima kasih atas ramah seluruh staf tugas layan hari
2026-05-18,Hanya mampir untuk donor rutin. Pelayanan cukup memadai.,Netral,mampir donor rutin layan cukup pada
2026-05-19,Sangat efisien dari loket daftar sampai ruang observasi pemulihan.,Positif,sangat efisien loket daftar ruang observasi pulih
2026-05-19,Pelayanan tidak profesional dan antrean panjang dibiarkan.,Negatif,layan profesional antre panjang biar
2026-05-20,Proses cek tekanan darah dilakukan dengan alat modern yang akurat.,Positif,proses cek tekan darah laku alat modern akurat
2026-05-20,Mantap pelayanannya sangat prima dan memanjakan para pendonor.,Positif,mantap layan sangat prima manja donor
2026-05-21,Pelayanan PMI 24 jam sangat membantu warga dalam kondisi darurat.,Positif,layan pmi jam sangat bantu warga kondisi darurat
2026-05-21,Semuanya biasa saja berjalan sesuai nomor antrean pendaftaran.,Netral,semua biasa jalan sesuai nomor antre daftar
2026-05-22,Sangat merekomendasikan PMI Cirebon untuk pengalaman berdonor yang aman.,Positif,sangat rekomendasi pmi cirebon alam donor aman
2026-05-22,Penanganan pasca donor sangat diperhatikan dengan detail oleh perawat.,Positif,tangan pasca donor sangat perhati detail awat
2026-05-23,Ada lalat di area ruang tunggu tolong kebersihannya lebih dijaga.,Negatif,lalat area ruang tunggu bersih lebih jaga
2026-05-23,Sangat salut dengan dedikasi para petugas kesehatan di sini.,Positif,sangat salut dedikasi tugas sehat sini
2026-05-24,Sistem komputerisasi membuat pencarian *database* jadi sangat singkat.,Positif,sistem komputerisasi buat cari database jadi sangat singkat
2026-05-24,Alat yang digunakan selalu ditunjukkan masih tersegel rapi.,Positif,alat guna selalu tunjuk segel rapi
2026-05-25,Suasana ruangan tenang dan tidak berisik bikin rileks pikiran.,Positif,suasana ruang tenang tidak berisik bikin rileks pikir
2026-05-25,Rutinitas donor tiga bulanan berjalan dengan lancar tanpa hambatan.,Netral,rutinitas donor tiga bulan jalan lancar hambat
2026-05-26,Pelayanan petugas lab sangat cepat dan hasilnya memuaskan.,Positif,layan tugas lab sangat cepat hasil muas
2026-05-26,Petugas kasar ketika menjelaskan aturan kepada pendonor.,Negatif,tugas kasar jelas atur donor
2026-05-27,Bingkisan snack sangat memulihkan tenaga sehabis diambil darah.,Positif,bingkis snack sangat pulih tenaga habis ambil darah
2026-05-27,Sangat apresiasi kebersihan area bed donor yang disterilkan ulang.,Positif,sangat apresiasi bersih area bed donor steril ulang
2026-05-28,Standar layanan sudah sangat bagus. Tidak ada keluhan.,Netral,standar layan sangat bagus ada keluh
2026-05-28,Sangat responsif menjawab pertanyaan saya mengenai kesehatan.,Positif,sangat responsif jawab tanya kena sehat
2026-05-29,Hasil pelayanan sangat memuaskan dan alurnya jelas.,Positif,hasil layan sangat muas alur jelas
2026-05-29,Sangat senang dengan keramahan security yang menyambut di depan.,Positif,sangat senang ramah security sambut depan
2026-05-30,Tidak ada masalah prosedur dijalankan dengan sangat tertib.,Netral,ada masalah prosedur jalan sangat tertib
2026-05-30,Saya sangat puas bisa rutin membantu sesama lewat PMI ini.,Positif,sangat puas rutin bantu sama lewat pmi
2026-05-31,Tenaga medis sangat telaten merawat pendonor yang sempat lemas.,Positif,tenaga medis sangat telaten rawat donor sempat lemas
2026-05-31,Terima kasih sudah memberikan pelayanan kesehatan yang jempolan.,Positif,terima kasih beri layan sehat jempol
